-1.736114	2.866062	1.000000	
-1.122223	3.367955	1.000000	
-0.267124	2.379018	1.000000	
-0.099177	7.858293	1.000000	
-0.761260	3.351250	1.000000	
-0.572099	2.703724	1.000000	
1.473654	6.510614	1.000000	
0.370271	7.845614	1.000000	
-0.481942	2.951103	1.000000	
1.658270	6.469658	1.000000	
-0.816865	2.864692	1.000000	
-0.196854	2.668183	1.000000	
-0.677990	7.794676	1.000000	
0.819457	2.312672	1.000000	
0.905966	7.483172	1.000000	
0.011470	7.651064	1.000000	
0.697140	6.017766	1.000000	
-1.329448	1.648909	1.000000	
-1.214764	3.506638	1.000000	
-0.596290	5.226205	1.000000	
-1.277680	7.519256	1.000000	
0.787773	2.246952	1.000000	
-0.944548	4.250029	1.000000	
1.383273	6.408297	1.000000	
0.205338	3.839051	1.000000	
0.286808	1.094546	1.000000	
-0.487490	6.775558	1.000000	
0.698803	2.165665	1.000000	
1.429490	2.552113	1.000000	
-0.215542	3.264206	1.000000	
-1.519540	1.453424	1.000000	
1.455420	3.244594	1.000000	
0.366129	1.582712	1.000000	
-1.490482	5.938415	1.000000	
-0.175099	4.009607	1.000000	
1.747586	1.674063	1.000000	
1.453399	7.505684	1.000000	
0.795116	0.273992	1.000000	
-0.739871	7.539273	1.000000	
-0.915493	5.513352	1.000000	
0.559968	5.070007	1.000000	
0.228170	7.228185	1.000000	
-1.166601	3.934953	1.000000	
-0.772957	0.299565	1.000000	
1.755876	7.609247	1.000000	
1.975573	5.566900	1.000000	
-0.347740	0.734637	1.000000	
-1.021011	2.008611	1.000000	
-0.935817	0.120089	1.000000	
0.772780	0.525998	1.000000	
-0.011204	6.394816	1.000000	
-1.552576	5.716205	1.000000	
-0.717455	0.092887	1.000000	
1.814916	6.142856	1.000000	
-0.643412	3.522163	1.000000	
0.472854	0.440232	1.000000	
0.522239	7.536621	1.000000	
1.465596	6.470836	1.000000	
1.242427	1.554172	1.000000	
-1.331984	3.025267	1.000000	
1.240669	5.411655	1.000000	
-1.421223	7.806991	1.000000	
-1.765702	1.237684	1.000000	
-1.335328	1.016568	1.000000	
1.747371	3.051014	1.000000	
-0.080974	5.263188	1.000000	
0.785391	0.201610	1.000000	
1.283918	1.108550	1.000000	
-0.209279	2.428847	1.000000	
-0.440709	7.746614	1.000000	
1.073469	0.050329	1.000000	
0.075665	6.397380	1.000000	
-1.815059	6.214830	1.000000	
1.580834	0.690681	1.000000	
1.996004	6.016390	1.000000	
-1.405783	2.850003	1.000000	
1.041206	2.499628	1.000000	
1.816053	2.659686	1.000000	
-1.649427	5.525619	1.000000	
1.549966	4.023375	1.000000	
1.609940	5.825349	1.000000	
0.891399	7.508588	1.000000	
1.586278	3.371658	1.000000	
1.649172	7.207244	1.000000	
-0.739070	6.865630	1.000000	
-0.970964	5.366279	1.000000	
1.466948	7.384494	1.000000	
0.860983	4.840724	1.000000	
1.309705	3.766615	1.000000	
-0.438692	5.253397	1.000000	
-1.645578	5.449186	1.000000	
-1.035698	4.436604	1.000000	
-1.945218	0.611081	1.000000	
-1.479886	0.796087	1.000000	
-1.929380	7.498735	1.000000	
-0.359211	7.065151	1.000000	
-0.920067	5.652786	1.000000	
-1.586022	3.345570	1.000000	
0.588426	7.570395	1.000000	
0.771615	0.680477	1.000000	
-13.150048	6.036244	1.000000	
-15.785123	7.786910	1.000000	
-14.662946	4.570388	1.000000	
-14.960505	2.872355	1.000000	
-14.805075	6.552574	1.000000	
-13.833244	1.356632	1.000000	
-13.070272	2.843034	1.000000	
-14.972606	0.948757	1.000000	
-12.379301	6.937374	1.000000	
-15.010867	5.616012	1.000000	
-15.493809	3.531733	1.000000	
-15.855355	3.607189	1.000000	
-13.343417	6.764635	1.000000	
-14.458187	0.160085	1.000000	
-14.865137	4.149644	1.000000	
-14.839031	6.786354	1.000000	
-14.267830	6.889002	1.000000	
-14.614498	5.895445	1.000000	
-12.142086	5.862960	1.000000	
-15.271694	0.194734	1.000000	
-15.082215	4.867864	1.000000	
-13.036406	6.202341	1.000000	
-13.318516	4.961913	1.000000	
-15.770825	2.646191	1.000000	
-13.160543	4.614082	1.000000	
-15.245259	2.659605	1.000000	
-14.193061	5.012400	1.000000	
-13.889934	6.570057	1.000000	
-15.456745	5.248304	1.000000	
-15.166542	0.897332	1.000000	
-13.529179	7.843303	1.000000	
-15.598174	4.169022	1.000000	
-14.229225	5.226785	1.000000	
-12.834604	2.291641	1.000000	
-14.396900	0.171719	1.000000	
-15.884092	2.296901	1.000000	
-12.038400	6.182013	1.000000	
-15.392705	5.097971	1.000000	
-14.265575	5.516724	1.000000	
-12.209563	6.703992	1.000000	
-15.943950	6.722737	1.000000	
-12.473336	6.963032	1.000000	
-12.128107	1.399817	1.000000	
-14.522014	7.889449	1.000000	
-14.079116	0.625091	1.000000	
-15.257917	3.483941	1.000000	
-15.621723	7.463264	1.000000	
-13.764687	6.599496	1.000000	
-12.653558	1.457414	1.000000	
-12.772075	3.591234	1.000000	
-15.215915	5.220310	1.000000	
-14.164810	7.366844	1.000000	
-12.970786	4.551726	1.000000	
-12.954044	7.654369	1.000000	
-12.291725	5.386542	1.000000	
-12.956842	6.988599	1.000000	
-14.833038	4.701096	1.000000	
-13.435005	7.376111	1.000000	
-13.572423	2.573918	1.000000	
-12.972311	6.787204	1.000000	
-12.989166	7.131383	1.000000	
